,,,608,,,,,
4.16,0.638371627,0.583079597,0,0,,,,
4.17,0.638371627,0.560460129,0,-25.13274123,,,,
4.18,0.638371627,0.537840662,-0.251327412,-25.13274123,,,,
4.19,0.635858353,0.512707921,-0.502654825,-25.13274123,,,,
4.2,0.630831805,0.48757518,-0.753982237,0,,,,
4.21,0.623291982,0.459929164,-0.753982237,-25.13274123,,,,
4.22,0.61575216,0.434796423,-1.005309649,-8.95E-12,,,,
4.23,0.605699064,0.407150408,-1.005309649,-25.13274123,,,,
4.24,0.595645967,0.379504393,-1.256637061,-25.13274123,,,,
4.25,0.583079597,0.346831829,-1.507964474,0,,,,
4.26,0.567999952,0.316672539,-1.507964474,-25.13274123,,,,
4.27,0.552920307,0.28651325,-1.759291886,-25.13274123,,,,
4.28,0.535327388,0.253840686,-2.010619298,1.11E-12,,,,
4.29,0.515221195,0.221168123,-2.010619298,5.77E-13,,,,
4.3,0.495115002,0.185982285,-2.010619298,-25.13274123,,,,
4.31,0.475008809,0.153309721,-2.261946711,-25.13274123,,,,
4.32,0.452389342,0.120637158,-2.513274123,0,,,,
4.33,0.427256601,0.08545132,-2.513274123,-5.33E-13,,,,
4.34,0.40212386,0.052778757,-2.513274123,-25.13274123,,,,
4.35,0.376991118,0.017592919,-2.764601535,-2.46E-11,,,,
4.36,0.349345103,-0.015079645,-2.764601535,0,,,,
4.37,0.321699088,-0.047752208,-2.764601535,-25.13274123,,,,
4.38,0.294053072,-0.082938046,-3.015928947,2.62E-11,,,,
4.39,0.263893783,-0.11561061,-3.015928947,-2.62E-11,,,,
4.4,0.233734493,-0.145769899,-3.015928947,0,,,,
4.41,0.203575204,-0.178442463,-3.015928947,-25.13274123,,,,
4.42,0.173415914,-0.208601752,-3.26725636,25.13274123,,,,
4.43,0.140743351,-0.241274316,-3.015928947,-25.13274123,,,,
4.44,0.110584061,-0.268920331,-3.26725636,-1.33E-13,,,,
4.45,0.077911498,-0.299079621,-3.26725636,25.13274123,,,,
4.46,0.045238934,-0.326725636,-3.015928947,-25.13274123,,,,
4.47,0.015079645,-0.351858377,-3.26725636,-2.90E-11,,,,
4.48,-0.017592919,-0.376991118,-3.26725636,50.26548246,,,,
4.49,-0.050265482,-0.40212386,-2.764601535,-25.13274123,,,,
4.5,-0.077911498,-0.427256601,-3.015928947,0,,,,
4.51,-0.108070787,-0.447362794,-3.015928947,2.69E-11,,,,
4.52,-0.138230077,-0.467468987,-3.015928947,-2.70E-11,,,,
4.53,-0.168389366,-0.48757518,-3.015928947,2.66E-13,,,,
4.54,-0.198548656,-0.502654825,-3.015928947,25.13274123,,,,
4.55,-0.228707945,-0.520247743,-2.764601535,2.48E-11,,,,
4.56,-0.256353961,-0.532814114,-2.764601535,-2.46E-11,,,,
4.57,-0.283999976,-0.545380485,-2.764601535,25.13274123,,,,
4.58,-0.311645991,-0.557946855,-2.513274123,25.13274123,,,,
4.59,-0.336778732,-0.565486678,-2.261946711,-25.13274123,,,,
4.6,-0.3593982,-0.575539774,-2.513274123,25.13274123,,,,
4.61,-0.384530941,-0.580566322,-2.261946711,25.13274123,,,,
4.62,-0.407150408,-0.585592871,-2.010619298,5.33E-13,,,,
4.63,-0.427256601,-0.588106145,-2.010619298,1.84E-11,,,,
4.64,-0.447362794,-0.588106145,-2.010619298,25.13274123,,,,
4.65,-0.467468987,-0.588106145,-1.759291886,0,,,,
4.66,-0.485061906,-0.585592871,-1.759291886,50.26548246,,,,
4.67,-0.502654825,-0.583079597,-1.256637061,-25.13274123,,,,
4.68,-0.515221195,-0.575539774,-1.507964474,25.13274123,,,,
4.69,-0.53030084,-0.570513226,-1.256637061,25.13274123,,,,
4.7,-0.542867211,-0.562973404,-1.005309649,0,,,,
4.71,-0.552920307,-0.552920307,-1.005309649,25.13274123,,,,
4.72,-0.562973404,-0.540353936,-0.753982237,25.13274123,,,,
4.73,-0.570513226,-0.527787566,-0.502654825,-2.22E-12,,,,
4.74,-0.575539774,-0.515221195,-0.502654825,1.11E-12,,,,
4.75,-0.580566322,-0.497628276,-0.502654825,50.26548246,,,,
4.76,-0.585592871,-0.482548632,0,0,,,,
4.77,-0.585592871,-0.464955713,0,0,,,,
4.78,-0.585592871,-0.44484952,0,25.13274123,,,,
4.79,-0.585592871,-0.424743327,0.251327412,25.13274123,,,,
4.8,-0.583079597,-0.40212386,0.502654825,-4.47E-12,,,,
4.81,-0.578053048,-0.379504393,0.502654825,25.13274123,,,,
4.82,-0.5730265,-0.356884925,0.753982237,0,,,,
4.83,-0.565486678,-0.331752184,0.753982237,25.13274123,,,,
4.84,-0.557946855,-0.306619443,1.005309649,-1.12E-11,,,,
4.85,-0.547893759,-0.278973428,1.005309649,25.13274123,,,,
4.86,-0.537840662,-0.253840686,1.256637061,0,,,,
4.87,-0.525274292,-0.226194671,1.256637061,25.13274123,,,,
4.88,-0.512707921,-0.198548656,1.507964474,-1.28E-11,,,,
4.89,-0.497628276,-0.168389366,1.507964474,25.13274123,,,,
4.9,-0.482548632,-0.140743351,1.759291886,-1.11E-12,,,,
4.91,-0.464955713,-0.110584061,1.759291886,25.13274123,,,,
4.92,-0.447362794,-0.080424772,2.010619298,-1.73E-11,,,,
4.93,-0.427256601,-0.050265482,2.010619298,25.13274123,,,,
4.94,-0.407150408,-0.022619467,2.261946711,-25.13274123,,,,
4.95,-0.384530941,0.007539822,2.010619298,50.26548246,,,,
4.96,-0.364424748,0.037699112,2.513274123,-25.13274123,,,,
4.97,-0.339292007,0.067858401,2.261946711,25.13274123,,,,
4.98,-0.316672539,0.098017691,2.513274123,0,,,,
4.99,-0.291539798,0.12817698,2.513274123,2.66E-13,,,,
5,-0.266407057,0.155822996,2.513274123,25.13274123,,,,
5.01,-0.241274316,0.183469011,2.764601535,-25.13274123,,,,
5.02,-0.2136283,0.2136283,2.513274123,25.13274123,,,,
5.03,-0.188495559,0.238761042,2.764601535,0,,,,
5.04,-0.160849544,0.266407057,2.764601535,-25.13274123,,,,
5.05,-0.133203529,0.294053072,2.513274123,25.13274123,,,,
5.06,-0.108070787,0.319185814,2.764601535,2.45E-11,,,,
5.07,-0.080424772,0.344318555,2.764601535,4.44E-14,,,,
5.08,-0.052778757,0.366938022,2.764601535,0,,,,
5.09,-0.025132741,0.389557489,2.764601535,-2.46E-11,,,,
5.1,0.002513274,0.412176956,2.764601535,2.46E-11,,,,
5.11,0.030159289,0.432283149,2.764601535,8.88E-14,,,,
5.12,0.057805305,0.452389342,2.764601535,-1.78E-13,,,,
5.13,0.08545132,0.469982261,2.764601535,-2.44E-11,,,,
5.14,0.113097336,0.48757518,2.764601535,-25.13274123,,,,
5.15,0.140743351,0.502654825,2.513274123,0,,,,
5.16,0.165876092,0.515221195,2.513274123,2.66E-13,,,,
5.17,0.191008833,0.53030084,2.513274123,-25.13274123,,,,
5.18,0.216141575,0.540353936,2.261946711,25.13274123,,,,
5.19,0.238761042,0.552920307,2.513274123,-50.26548246,,,,
5.2,0.263893783,0.560460129,2.010619298,25.13274123,,,,
5.21,0.283999976,0.567999952,2.261946711,-25.13274123,,,,
5.22,0.306619443,0.5730265,2.010619298,1.79E-11,,,,
5.23,0.326725636,0.578053048,2.010619298,-25.13274123,,,,
5.24,0.346831829,0.583079597,1.759291886,0,,,,
5.25,0.364424748,0.585592871,1.759291886,-25.13274123,,,,
5.26,0.382017667,0.585592871,1.507964474,-1.45E-11,,,,
5.27,0.397097311,0.583079597,1.507964474,-25.13274123,,,,
5.28,0.412176956,0.583079597,1.256637061,-1.11E-12,,,,
5.29,0.424743327,0.578053048,1.256637061,-25.13274123,,,,
5.3,0.437309697,0.5730265,1.005309649,-9.50E-12,,,,
5.31,0.447362794,0.567999952,1.005309649,-25.13274123,,,,
5.32,0.45741589,0.557946855,0.753982237,1.67E-12,,,,
5.33,0.464955713,0.550407033,0.753982237,-25.13274123,,,,
5.34,0.472495535,0.540353936,0.502654825,-25.13274123,,,,
5.35,0.477522083,0.527787566,0.251327412,2.24E-12,,,,
5.36,0.480035357,0.515221195,0.251327412,0,,,,
5.37,0.482548632,0.502654825,0.251327412,-50.26548246,,,,
5.38,0.485061906,0.48757518,-0.251327412,25.13274123,,,,
5.39,0.482548632,0.469982261,0,-50.26548246,,,,
5.4,0.482548632,0.452389342,-0.502654825,25.13274123,,,,
5.41,0.477522083,0.434796423,-0.251327412,-50.26548246,,,,
5.42,0.475008809,0.41469023,-0.753982237,7.80E-12,,,,
5.43,0.467468987,0.394584037,-0.753982237,-7.25E-12,,,,
5.44,0.459929164,0.374477844,-0.753982237,-25.13274123,,,,
5.45,0.452389342,0.351858377,-1.005309649,1.11E-12,,,,
5.46,0.442336246,0.32923891,-1.005309649,-25.13274123,,,,
5.47,0.432283149,0.306619443,-1.256637061,-1.17E-11,,,,
5.48,0.419716779,0.283999976,-1.256637061,-25.13274123,,,,
5.49,0.407150408,0.258867235,-1.507964474,0,,,,
5.5,0.392070763,0.233734493,-1.507964474,-25.13274123,,,,
5.51,0.376991118,0.208601752,-1.759291886,25.13274123,,,,
5.52,0.3593982,0.180955737,-1.507964474,-50.26548246,,,,
5.53,0.344318555,0.155822996,-2.010619298,25.13274123,,,,
5.54,0.324212362,0.130690254,-1.759291886,-25.13274123,,,,
5.55,0.306619443,0.103044239,-2.010619298,1.79E-11,,,,
5.56,0.28651325,0.077911498,-2.010619298,-25.13274123,,,,
5.57,0.266407057,0.050265482,-2.261946711,0,,,,
5.58,0.24378759,0.022619467,-2.261946711,25.13274123,,,,
5.59,0.221168123,-0.002513274,-2.010619298,-50.26548246,,,,
5.6,0.20106193,-0.030159289,-2.513274123,50.26548246,,,,
5.61,0.175929189,-0.057805305,-2.010619298,-25.13274123,,,,
5.62,0.155822996,-0.082938046,-2.261946711,-25.13274123,,,,
5.63,0.133203529,-0.108070787,-2.513274123,2.23E-11,,,,
5.64,0.108070787,-0.133203529,-2.513274123,25.13274123,,,,
5.65,0.082938046,-0.15833627,-2.261946711,-25.13274123,,,,
5.66,0.060318579,-0.183469011,-2.513274123,-4.44E-14,,,,
5.67,0.035185838,-0.208601752,-2.513274123,2.23E-11,,,,
5.68,0.010053096,-0.231221219,-2.513274123,25.13274123,,,,
5.69,-0.015079645,-0.251327412,-2.261946711,-25.13274123,,,,
5.7,-0.037699112,-0.273946879,-2.513274123,25.13274123,,,,
5.71,-0.062831853,-0.294053072,-2.261946711,-25.13274123,,,,
5.72,-0.08545132,-0.314159265,-2.513274123,25.13274123,,,,
5.73,-0.110584061,-0.331752184,-2.261946711,2.66E-13,,,,
5.74,-0.133203529,-0.349345103,-2.261946711,-2.66E-13,,,,
5.75,-0.155822996,-0.364424748,-2.261946711,25.13274123,,,,
5.76,-0.178442463,-0.379504393,-2.010619298,-25.13274123,,,,
5.77,-0.198548656,-0.392070763,-2.261946711,25.13274123,,,,
5.78,-0.221168123,-0.404637134,-2.010619298,0,,,,
5.79,-0.241274316,-0.41469023,-2.010619298,25.13274123,,,,
5.8,-0.261380509,-0.424743327,-1.759291886,1.56E-11,,,,
5.81,-0.278973428,-0.434796423,-1.759291886,-1.56E-11,,,,
5.82,-0.296566346,-0.442336246,-1.759291886,0,,,,
5.83,-0.314159265,-0.447362794,-1.759291886,25.13274123,,,,
5.84,-0.331752184,-0.452389342,-1.507964474,25.13274123,,,,
5.85,-0.346831829,-0.45741589,-1.256637061,-25.13274123,,,,
5.86,-0.3593982,-0.459929164,-1.507964474,25.13274123,,,,
5.87,-0.374477844,-0.459929164,-1.256637061,25.13274123,,,,
5.88,-0.387044215,-0.459929164,-1.005309649,9.50E-12,,,,
5.89,-0.397097311,-0.45741589,-1.005309649,-1.01E-11,,,,
5.9,-0.407150408,-0.454902616,-1.005309649,25.13274123,,,,
5.91,-0.417203504,-0.449876068,-0.753982237,25.13274123,,,,
5.92,-0.424743327,-0.442336246,-0.502654825,5.03E-12,,,,
5.93,-0.429769875,-0.437309697,-0.502654825,-5.03E-12,,,,
5.94,-0.434796423,-0.427256601,-0.502654825,25.13274123,,,,
5.95,-0.439822972,-0.419716779,-0.251327412,-5.55E-13,,,,
5.96,-0.442336246,-0.409663682,-0.251327412,25.13274123,,,,
5.97,-0.44484952,-0.397097311,0,0,,,,
5.98,-0.44484952,-0.384530941,0,0,,,,
5.99,-0.44484952,-0.369451296,0,50.26548246,,,,
6,-0.44484952,-0.356884925,0.502654825,-25.13274123,,,,
6.01,-0.439822972,-0.339292007,0.251327412,25.13274123,,,,
6.02,-0.437309697,-0.324212362,0.502654825,25.13274123,,,,
6.03,-0.432283149,-0.306619443,0.753982237,-25.13274123,,,,
6.04,-0.424743327,-0.28651325,0.502654825,50.26548246,,,,
6.05,-0.419716779,-0.268920331,1.005309649,-25.13274123,,,,
6.06,-0.409663682,-0.248814138,0.753982237,25.13274123,,,,
6.07,-0.40212386,-0.228707945,1.005309649,25.13274123,,,,
6.08,-0.392070763,-0.206088478,1.256637061,-25.13274123,,,,
6.09,-0.379504393,-0.185982285,1.005309649,50.26548246,,,,
6.1,-0.369451296,-0.163362818,1.507964474,-25.13274123,,,,
6.11,-0.354371651,-0.140743351,1.256637061,25.13274123,,,,
6.12,-0.341805281,-0.118123884,1.507964474,-5.55E-13,,,,
6.13,-0.326725636,-0.095504417,1.507964474,25.13274123,,,,
6.14,-0.311645991,-0.07288495,1.759291886,-25.13274123,,,,
6.15,-0.294053072,-0.047752208,1.507964474,25.13274123,,,,
6.16,-0.278973428,-0.025132741,1.759291886,2.66E-13,,,,
6.17,-0.261380509,0,1.759291886,25.13274123,,,,
6.18,-0.24378759,0.022619467,2.010619298,-25.13274123,,,,
6.19,-0.223681397,0.045238934,1.759291886,25.13274123,,,,
6.2,-0.206088478,0.070371675,2.010619298,5.77E-13,,,,
6.21,-0.185982285,0.092991143,2.010619298,-1.82E-11,,,,
6.22,-0.165876092,0.11561061,2.010619298,25.13274123,,,,
6.23,-0.145769899,0.138230077,2.261946711,-25.13274123,,,,
6.24,-0.123150432,0.160849544,2.010619298,-1.33E-13,,,,
6.25,-0.103044239,0.183469011,2.010619298,0,,,,
6.26,-0.082938046,0.203575204,2.010619298,-1.78E-11,,,,
6.27,-0.062831853,0.223681397,2.010619298,25.13274123,,,,
6.28,-0.04272566,0.246300864,2.261946711,-25.13274123,,,,
6.29,-0.020106193,0.263893783,2.010619298,25.13274123,,,,
6.3,0,0.283999976,2.261946711,-25.13274123,,,,
6.31,0.022619467,0.301592895,2.010619298,1.78E-11,,,,
6.32,0.04272566,0.319185814,2.010619298,-4.44E-14,,,,
6.33,0.062831853,0.336778732,2.010619298,0,,,,
6.34,0.082938046,0.351858377,2.010619298,-1.77E-11,,,,
6.35,0.103044239,0.366938022,2.010619298,1.79E-11,,,,
6.36,0.123150432,0.379504393,2.010619298,-25.13274123,,,,
6.37,0.143256625,0.392070763,1.759291886,2.66E-13,,,,
6.38,0.160849544,0.404637134,1.759291886,-1.62E-11,,,,
6.39,0.178442463,0.41469023,1.759291886,1.62E-11,,,,
6.4,0.196035382,0.424743327,1.759291886,-25.13274123,,,,
6.41,0.2136283,0.432283149,1.507964474,0,,,,
6.42,0.228707945,0.439822972,1.507964474,-1.37E-11,,,,
6.43,0.24378759,0.447362794,1.507964474,-25.13274123,,,,
6.44,0.258867235,0.452389342,1.256637061,-5.55E-13,,,,
6.45,0.271433605,0.45741589,1.256637061,0,,,,
6.46,0.283999976,0.459929164,1.256637061,-25.13274123,,,,
6.47,0.296566346,0.462442439,1.005309649,8.95E-12,,,,
6.48,0.306619443,0.462442439,1.005309649,0,,,,
6.49,0.316672539,0.462442439,1.005309649,-25.13274123,,,,
6.5,0.326725636,0.459929164,0.753982237,5.55E-13,,,,
6.51,0.334265458,0.45741589,0.753982237,-25.13274123,,,,
6.52,0.341805281,0.454902616,0.502654825,5.03E-12,,,,
6.53,0.346831829,0.449876068,0.502654825,-25.13274123,,,,
6.54,0.351858377,0.442336246,0.251327412,5.55E-13,,,,
6.55,0.354371651,0.437309697,0.251327412,-3.35E-12,,,,
6.56,0.356884925,0.427256601,0.251327412,-25.13274123,,,,
6.57,0.3593982,0.419716779,0,-25.13274123,,,,
6.58,0.3593982,0.409663682,-0.251327412,25.13274123,,,,
6.59,0.356884925,0.399610586,0,-25.13274123,,,,
6.6,0.356884925,0.387044215,-0.251327412,-25.13274123,,,,
6.61,0.354371651,0.374477844,-0.502654825,0,,,,
6.62,0.349345103,0.361911474,-0.502654825,0,,,,
6.63,0.344318555,0.346831829,-0.502654825,-25.13274123,,,,
6.64,0.339292007,0.331752184,-0.753982237,-6.69E-12,,,,
6.65,0.331752184,0.316672539,-0.753982237,0,,,,
6.66,0.324212362,0.299079621,-0.753982237,-25.13274123,,,,
6.67,0.316672539,0.283999976,-1.005309649,8.95E-12,,,,
6.68,0.306619443,0.263893783,-1.005309649,-25.13274123,,,,
6.69,0.296566346,0.246300864,-1.256637061,25.13274123,,,,
6.7,0.283999976,0.228707945,-1.005309649,-25.13274123,,,,
6.71,0.273946879,0.208601752,-1.256637061,-25.13274123,,,,
6.72,0.261380509,0.188495559,-1.507964474,25.13274123,,,,
6.73,0.246300864,0.168389366,-1.256637061,-25.13274123,,,,
6.74,0.233734493,0.148283173,-1.507964474,0,,,,
6.75,0.218654849,0.12817698,-1.507964474,0,,,,
6.76,0.203575204,0.108070787,-1.507964474,-25.13274123,,,,
6.77,0.188495559,0.087964594,-1.759291886,25.13274123,,,,
6.78,0.17090264,0.065345127,-1.507964474,-25.13274123,,,,
6.79,0.155822996,0.045238934,-1.759291886,-1.33E-13,,,,
6.8,0.138230077,0.022619467,-1.759291886,1.56E-11,,,,
6.81,0.120637158,0.002513274,-1.759291886,-1.54E-11,,,,
6.82,0.103044239,-0.017592919,-1.759291886,-2.66E-13,,,,
6.83,0.08545132,-0.037699112,-1.759291886,6.66E-14,,,,
6.84,0.067858401,-0.057805305,-1.759291886,-25.13274123,,,,
6.85,0.050265482,-0.077911498,-2.010619298,25.13274123,,,,
6.86,0.030159289,-0.098017691,-1.759291886,0,,,,
6.87,0.012566371,-0.118123884,-1.759291886,0,,,,
6.88,-0.005026548,-0.135716803,-1.759291886,-25.13274123,,,,
6.89,-0.022619467,-0.155822996,-2.010619298,25.13274123,,,,
6.9,-0.04272566,-0.173415914,-1.759291886,-6.66E-14,,,,
6.91,-0.060318579,-0.191008833,-1.759291886,6.66E-14,,,,
6.92,-0.077911498,-0.206088478,-1.759291886,25.13274123,,,,
6.93,-0.095504417,-0.223681397,-1.507964474,-1.37E-11,,,,
6.94,-0.110584061,-0.238761042,-1.507964474,-25.13274123,,,,
6.95,-0.125663706,-0.251327412,-1.759291886,25.13274123,,,,
6.96,-0.143256625,-0.266407057,-1.507964474,1.34E-11,,,,
6.97,-0.15833627,-0.278973428,-1.507964474,-1.34E-11,,,,
6.98,-0.173415914,-0.289026524,-1.507964474,0,,,,
6.99,-0.188495559,-0.301592895,-1.507964474,25.13274123,,,,
7,-0.203575204,-0.309132717,-1.256637061,-25.13274123,,,,
7.01,-0.216141575,-0.319185814,-1.507964474,50.26548246,,,,
7.02,-0.231221219,-0.326725636,-1.005309649,-25.13274123,,,,
7.03,-0.241274316,-0.334265458,-1.256637061,25.13274123,,,,
7.04,-0.253840686,-0.339292007,-1.005309649,5.55E-13,,,,
7.05,-0.263893783,-0.344318555,-1.005309649,7.84E-12,,,,
7.06,-0.273946879,-0.346831829,-1.005309649,25.13274123,,,,
7.07,-0.283999976,-0.349345103,-0.753982237,-25.13274123,,,,
7.08,-0.291539798,-0.351858377,-1.005309649,50.26548246,,,,
7.09,-0.301592895,-0.351858377,-0.502654825,-25.13274123,,,,
7.1,-0.306619443,-0.351858377,-0.753982237,25.13274123,,,,
7.11,-0.314159265,-0.349345103,-0.502654825,25.13274123,,,,
7.12,-0.319185814,-0.346831829,-0.251327412,-25.13274123,,,,
7.13,-0.321699088,-0.344318555,-0.502654825,50.26548246,,,,
7.14,-0.326725636,-0.339292007,0,-25.13274123,,,,
7.15,-0.326725636,-0.331752184,-0.251327412,25.13274123,,,,
7.16,-0.32923891,-0.326725636,0,0,,,,
7.17,-0.32923891,-0.319185814,0,0,,,,
7.18,-0.32923891,-0.311645991,0,25.13274123,,,,
7.19,-0.32923891,-0.301592895,0.251327412,0,,,,
7.2,-0.326725636,-0.291539798,0.251327412,25.13274123,,,,
7.21,-0.324212362,-0.281486702,0.502654825,-4.47E-12,,,,
7.22,-0.319185814,-0.268920331,0.502654825,4.47E-12,,,,
7.23,-0.314159265,-0.256353961,0.502654825,0,,,,
7.24,-0.309132717,-0.24378759,0.502654825,25.13274123,,,,
7.25,-0.304106169,-0.228707945,0.753982237,0,,,,
7.26,-0.296566346,-0.216141575,0.753982237,-6.69E-12,,,,
7.27,-0.289026524,-0.20106193,0.753982237,25.13274123,,,,
7.28,-0.281486702,-0.185982285,1.005309649,0,,,,
7.29,-0.271433605,-0.168389366,1.005309649,0,,,,
7.3,-0.261380509,-0.153309721,1.005309649,-8.66E-12,,,,
7.31,-0.251327412,-0.135716803,1.005309649,25.13274123,,,,
7.32,-0.241274316,-0.118123884,1.256637061,-25.13274123,,,,
7.33,-0.228707945,-0.100530965,1.005309649,25.13274123,,,,
7.34,-0.218654849,-0.082938046,1.256637061,25.13274123,,,,
7.35,-0.206088478,-0.065345127,1.507964474,-25.13274123,,,,
7.36,-0.191008833,-0.047752208,1.256637061,5.55E-13,,,,
7.37,-0.178442463,-0.030159289,1.256637061,25.13274123,,,,
7.38,-0.165876092,-0.010053096,1.507964474,-1.34E-11,,,,
7.39,-0.150796447,0.007539822,1.507964474,1.35E-11,,,,
7.4,-0.135716803,0.025132741,1.507964474,-1.33E-13,,,,
7.41,-0.120637158,0.04272566,1.507964474,1.33E-13,,,,
7.42,-0.105557513,0.060318579,1.507964474,-1.35E-11,,,,
7.43,-0.090477868,0.080424772,1.507964474,1.35E-11,,,,
7.44,-0.075398224,0.098017691,1.507964474,0,,,,
7.45,-0.060318579,0.11561061,1.507964474,-4.44E-14,,,,
7.46,-0.045238934,0.130690254,1.507964474,-1.34E-11,,,,
7.47,-0.030159289,0.148283173,1.507964474,25.13274123,,,,
7.48,-0.015079645,0.165876092,1.759291886,-25.13274123,,,,
7.49,0.002513274,0.180955737,1.507964474,0,,,,
7.5,0.017592919,0.196035382,1.507964474,-6.66E-14,,,,
7.51,0.032672564,0.211115026,1.507964474,-25.13274123,,,,
7.52,0.047752208,0.226194671,1.256637061,25.13274123,,,,
7.53,0.060318579,0.238761042,1.507964474,-6.66E-14,,,,
7.54,0.075398224,0.253840686,1.507964474,-25.13274123,,,,
7.55,0.090477868,0.266407057,1.256637061,25.13274123,,,,
7.56,0.103044239,0.276460154,1.507964474,-25.13274123,,,,
7.57,0.118123884,0.289026524,1.256637061,0,,,,
7.58,0.130690254,0.299079621,1.256637061,-25.13274123,,,,
7.59,0.143256625,0.309132717,1.005309649,-8.95E-12,,,,
7.6,0.153309721,0.316672539,1.005309649,25.13274123,,,,
7.61,0.163362818,0.324212362,1.256637061,-25.13274123,,,,
7.62,0.175929189,0.331752184,1.005309649,-5.55E-13,,,,
7.63,0.185982285,0.339292007,1.005309649,-25.13274123,,,,
7.64,0.196035382,0.344318555,0.753982237,25.13274123,,,,
7.65,0.203575204,0.349345103,1.005309649,-25.13274123,,,,
7.66,0.2136283,0.351858377,0.753982237,-25.13274123,,,,
7.67,0.221168123,0.354371651,0.502654825,25.13274123,,,,
7.68,0.226194671,0.356884925,0.753982237,-25.13274123,,,,
7.69,0.233734493,0.356884925,0.502654825,-2.78E-13,,,,
7.7,0.238761042,0.356884925,0.502654825,-25.13274123,,,,
7.71,0.24378759,0.356884925,0.251327412,-1.96E-12,,,,
7.72,0.246300864,0.354371651,0.251327412,1.96E-12,,,,
7.73,0.248814138,0.351858377,0.251327412,0,,,,
7.74,0.251327412,0.349345103,0.251327412,-25.13274123,,,,
7.75,0.253840686,0.344318555,0,0,,,,
7.76,0.253840686,0.339292007,0,-25.13274123,,,,
7.77,0.253840686,0.334265458,-0.251327412,25.13274123,,,,
7.78,0.251327412,0.32923891,0,-25.13274123,,,,
7.79,0.251327412,0.321699088,-0.251327412,-25.13274123,,,,
7.8,0.248814138,0.314159265,-0.502654825,25.13274123,,,,
7.81,0.24378759,0.304106169,-0.251327412,-25.13274123,,,,
7.82,0.241274316,0.296566346,-0.502654825,-5.55E-13,,,,
7.83,0.236247768,0.28651325,-0.502654825,2.78E-13,,,,
7.84,0.231221219,0.273946879,-0.502654825,-25.13274123,,,,
7.85,0.226194671,0.263893783,-0.753982237,-6.14E-12,,,,
7.86,0.218654849,0.251327412,-0.753982237,-5.55E-13,,,,
7.87,0.211115026,0.238761042,-0.753982237,2.78E-13,,,,
7.88,0.203575204,0.226194671,-0.753982237,-25.13274123,,,,
7.89,0.196035382,0.2136283,-1.005309649,25.13274123,,,,
7.9,0.185982285,0.198548656,-0.753982237,-25.13274123,,,,
7.91,0.178442463,0.185982285,-1.005309649,2.66E-13,,,,
7.92,0.168389366,0.17090264,-1.005309649,-25.13274123,,,,
7.93,0.15833627,0.155822996,-1.256637061,25.13274123,,,,
7.94,0.145769899,0.140743351,-1.005309649,-25.13274123,,,,
7.95,0.135716803,0.125663706,-1.256637061,25.13274123,,,,
7.96,0.123150432,0.110584061,-1.005309649,-25.13274123,,,,
7.97,0.113097336,0.095504417,-1.256637061,-1.13E-11,,,,
7.98,0.100530965,0.077911498,-1.256637061,1.33E-13,,,,
7.99,0.087964594,0.062831853,-1.256637061,0,,,,
8,0.075398224,0.047752208,-1.256637061,-6.66E-14,,,,
8.01,0.062831853,0.030159289,-1.256637061,0,,,,
8.02,0.050265482,0.015079645,-1.256637061,4.44E-14,,,,
8.03,0.037699112,0,-1.256637061,2.23E-11,,,,
8.04,0.025132741,-0.015079645,-1.256637061,-2.23E-11,,,,
8.05,0.012566371,-0.032672564,-1.256637061,-25.13274123,,,,
8.06,0,-0.047752208,-1.507964474,25.13274123,,,,
8.07,-0.015079645,-0.062831853,-1.256637061,-6.66E-14,,,,
8.08,-0.027646015,-0.077911498,-1.256637061,0,,,,
8.09,-0.040212386,-0.090477868,-1.256637061,0,,,,
8.1,-0.052778757,-0.105557513,-1.256637061,25.13274123,,,,
8.11,-0.065345127,-0.118123884,-1.005309649,-25.13274123,,,,
8.12,-0.075398224,-0.133203529,-1.256637061,-2.25E-11,,,,
8.13,-0.087964594,-0.145769899,-1.256637061,25.13274123,,,,
8.14,-0.100530965,-0.155822996,-1.005309649,-25.13274123,,,,
8.15,-0.110584061,-0.168389366,-1.256637061,25.13274123,,,,
8.16,-0.123150432,-0.178442463,-1.005309649,1.33E-13,,,,
8.17,-0.133203529,-0.191008833,-1.005309649,0,,,,
8.18,-0.143256625,-0.20106193,-1.005309649,25.13274123,,,,
8.19,-0.153309721,-0.208601752,-0.753982237,-25.13274123,,,,
8.2,-0.160849544,-0.216141575,-1.005309649,25.13274123,,,,
8.21,-0.17090264,-0.226194671,-0.753982237,0,,,,
8.22,-0.178442463,-0.231221219,-0.753982237,0,,,,
8.23,-0.185982285,-0.238761042,-0.753982237,25.13274123,,,,
8.24,-0.193522107,-0.24378759,-0.502654825,-25.13274123,,,,
8.25,-0.198548656,-0.248814138,-0.753982237,25.13274123,,,,
8.26,-0.206088478,-0.251327412,-0.502654825,2.78E-13,,,,
8.27,-0.211115026,-0.253840686,-0.502654825,2.78E-13,,,,
8.28,-0.216141575,-0.256353961,-0.502654825,25.13274123,,,,
8.29,-0.221168123,-0.258867235,-0.251327412,-4.19E-12,,,,
8.3,-0.223681397,-0.258867235,-0.251327412,0,,,,
8.31,-0.226194671,-0.258867235,-0.251327412,0,,,,
8.32,-0.228707945,-0.256353961,-0.251327412,25.13274123,,,,
