19.401000,1.575823,-0.0018574799
19.533000,1.573310,-0.0190400716
19.545000,1.570796,-0.2094407876
19.553000,1.568283,-0.3141760826
19.559000,1.565770,-0.4188617071
19.564000,1.563257,-0.5026578903
19.568000,1.560743,-0.6283223629
19.571000,1.558230,-0.8377631505
19.575000,1.555717,-0.6282925606
19.577000,1.553203,-1.2567043304
19.580000,1.550690,-0.8377234141
19.582000,1.548177,-1.2566447258
19.585000,1.545664,-0.8377631505
19.587000,1.543150,-1.2566447258
19.589000,1.540637,-1.2566447258
19.591000,1.538124,-1.2566447258
19.593000,1.535610,-1.2566447258
19.595000,1.533097,-1.2565851212
19.596000,1.530584,-2.5134086609
19.598000,1.528071,-1.2565851212
19.600000,1.525557,-1.2566447258
19.602000,1.523044,-1.2566447258
19.605000,1.518018,-1.6754865646
19.608000,1.512991,-1.6755660375
19.611000,1.507964,-1.6754865646
19.614000,1.502938,-1.6755263011
19.617000,1.497911,-1.6755263011
19.620000,1.492885,-1.6754865646
19.623000,1.485345,-2.5132894516
19.626000,1.480318,-1.6755263011
19.628000,1.472779,-3.7698745728
19.631000,1.465239,-2.5132894516
19.634000,1.460212,-1.6755263011
19.637000,1.452672,-2.5132894516
19.640000,1.445133,-2.5132497152
19.643000,1.437593,-2.5132894516
19.646000,1.430053,-2.5132894516
19.649000,1.422513,-2.5132497152
19.652000,1.412460,-3.3510128657
19.655000,1.404920,-2.5132894516
19.658000,1.397380,-2.5132894516
19.661000,1.387327,-3.3510128657
19.664000,1.377274,-3.3510128657
19.667000,1.369734,-2.5132894516
19.670000,1.359681,-3.3510526021
19.673000,1.349628,-3.3510128657
19.676000,1.339575,-3.3510128657
19.679000,1.329522,-3.3510526021
19.682000,1.319469,-3.3510526021
19.685000,1.309416,-3.3510128657
19.688000,1.299363,-3.3510526021
19.690000,1.286796,-6.2831640244
19.693000,1.276743,-3.3510128657
19.696000,1.264177,-4.1888157527
19.699000,1.254124,-3.3510128657
19.702000,1.241557,-4.1887760162
19.705000,1.228991,-4.1888157527
19.708000,1.216425,-4.1887760162
19.711000,1.203858,-4.1888157527
19.714000,1.191292,-4.1887760162
19.717000,1.178726,-4.1887760162
19.720000,1.166159,-4.1888157527
